id,title,is_premium,difficulty,acceptance_rate,accepted,submissions,companies,related_topics,likes,dislikes,rating,asked_by_faang,topics_list,topic_count,companies_list,company_count,difficulty_score,estimated_time,problem_value,normalized_likes,normalized_topic_count,normalized_company_count,popularity_score
118,Pascal's Triangle,0,Easy,55.4,477.4K,861.4K,"Google,Adobe,Apple,Amazon,Goldman Sachs,Samsung",Array,2364,130,95,1,['Array'],1,"['Google', 'Adobe', 'Apple', 'Amazon', 'Goldman Sachs']",5,1,10,57.04008221993833,0.11693129544442796,0.2,0.3125,0.39846564772221393
119,Pascal's Triangle II,0,Easy,52.5,365K,695K,"Microsoft,Google,Amazon",Array,1302,222,85,1,['Array'],1,"['Microsoft', 'Google', 'Amazon']",3,1,10,54.0596094552929,0.06440124647573824,0.2,0.1875,0.37220062323786907
121,Best Time to Buy and Sell Stock,0,Easy,51.8,1.3M,2.4M,"Amazon,Microsoft,Facebook,Apple,Adobe,Google,tcs,Bloomberg,eBay,Uber,ByteDance,Goldman Sachs,Expedia,VMware,Yahoo,Qualtrics,Oracle,ServiceNow,Visa,Samsung","Array,Dynamic Programming",8132,356,96,1,"['Array', 'Dynamic Programming']",2,"['Amazon', 'Microsoft', 'Facebook', 'Apple', 'Adobe', 'Google', 'Bloomberg', 'eBay', 'Uber', 'ByteDance', 'Goldman Sachs', 'Expedia', 'VMware', 'Qualtrics', 'Oracle']",15,1,10,56.423432682425485,0.4022357421971608,0.4,0.9375,0.5811178710985805
122,Best Time to Buy and Sell Stock II,0,Easy,58.8,804.1K,1.4M,"Amazon,Apple,tcs,Microsoft,Facebook,Uber","Array,Greedy",3950,1953,67,1,"['Array', 'Greedy']",2,"['Amazon', 'Apple', 'Microsoft', 'Facebook', 'Uber']",5,1,10,63.61767728674204,0.1953801256368403,0.4,0.3125,0.47769006281842014
125,Valid Palindrome,0,Easy,38.5,831.2K,2.2M,"Facebook,Microsoft,Apple,Wayfair,Amazon,Yandex,Bloomberg,Oracle","Two Pointers,String",1871,3729,33,1,"['Two Pointers', 'String']",2,"['Facebook', 'Microsoft', 'Apple', 'Amazon', 'Yandex', 'Bloomberg', 'Oracle']",7,1,10,42.75436793422405,0.09254587723203245,0.4,0.4375,0.42627293861601623
131,Palindrome Partitioning,0,Medium,52.6,305.8K,581.6K,"Amazon,Apple,Google","Dynamic Programming,Backtracking,Depth-first Search",3232,102,97,1,"['Dynamic Programming', 'Backtracking', 'Depth-first Search']",3,"['Amazon', 'Apple', 'Google']",3,2,20,60.32887975334019,0.15986545976158678,0.6,0.1875,0.4999327298807934
133,Clone Graph,0,Medium,39.8,456.5K,1.1M,"Facebook,Amazon,Microsoft,Bloomberg,Apple,Twitter,Uber,Adobe,Qualtrics","Depth-first Search,Breadth-first Search,Graph",2906,1675,63,1,"['Depth-first Search', 'Breadth-first Search', 'Graph']",3,"['Facebook', 'Amazon', 'Microsoft', 'Bloomberg', 'Apple', 'Twitter', 'Uber', 'Adobe', 'Qualtrics']",9,2,20,47.173689619732784,0.14374041648117922,0.6,0.5625,0.4918702082405896
134,Gas Station,0,Medium,41.5,279.5K,672.8K,"Amazon,Microsoft,Apple,Hotstar,Google,Bloomberg,Citrix,C3 IoT",Greedy,2879,432,87,1,['Greedy'],1,"['Amazon', 'Microsoft', 'Apple', 'Google', 'Bloomberg']",5,2,20,42.75436793422405,0.14240490676163625,0.2,0.3125,0.4112024533808182
136,Single Number,0,Easy,66.7,1.1M,1.7M,"Google,Amazon,Facebook,Microsoft","Hash Table,Bit Manipulation",6010,197,97,1,"['Hash Table', 'Bit Manipulation']",2,"['Google', 'Amazon', 'Facebook', 'Microsoft']",4,1,10,71.73689619732787,0.29727457090567344,0.4,0.25,0.5286372854528367
138,Copy List with Random Pointer,0,Medium,41.4,553.1K,1.3M,"Amazon,Facebook,Microsoft,Bloomberg,eBay,Oracle,Yahoo,Qualtrics","Hash Table,Linked List",4977,811,86,1,"['Hash Table', 'Linked List']",2,"['Amazon', 'Facebook', 'Microsoft', 'Bloomberg', 'eBay', 'Oracle', 'Qualtrics']",7,2,20,45.73484069886948,0.24617895830241876,0.4,0.4375,0.5030894791512094
139,Word Break,0,Medium,41.9,738.3K,1.8M,"Facebook,Amazon,Bloomberg,Microsoft,ByteDance,eBay,Qualtrics,Oracle,Google",Dynamic Programming,6350,300,95,1,['Dynamic Programming'],1,"['Facebook', 'Amazon', 'Bloomberg', 'Microsoft', 'ByteDance', 'eBay', 'Qualtrics', 'Oracle', 'Google']",9,2,20,43.16546762589928,0.3140921007073255,0.2,0.5625,0.4970460503536628
141,Linked List Cycle,0,Easy,43.1,883.4K,2.1M,"Microsoft,Apple,Amazon,Goldman Sachs,Facebook,Google","Linked List,Two Pointers",4328,598,88,1,"['Linked List', 'Two Pointers']",2,"['Microsoft', 'Apple', 'Amazon', 'Goldman Sachs', 'Facebook', 'Google']",6,1,10,47.482014388489205,0.2140772617104417,0.4,0.375,0.48703863085522087
142,Linked List Cycle II,0,Medium,40.0,436.1K,1.1M,"Microsoft,Amazon,Apple","Linked List,Two Pointers",3978,297,93,1,"['Linked List', 'Two Pointers']",2,"['Microsoft', 'Amazon', 'Apple']",3,2,20,44.29599177800616,0.1967650986793293,0.4,0.1875,0.4783825493396647
146,LRU Cache,0,Medium,36.2,738.4K,2M,"Amazon,Microsoft,Facebook,Apple,Bloomberg,Intuit,Snapchat,eBay,ByteDance,Google,Oracle,Zillow,Capital One,Uber,Dropbox,Paypal,Twilio,Adobe,Walmart Labs,Goldman Sachs",Design,8181,334,96,1,['Design'],1,"['Amazon', 'Microsoft', 'Facebook', 'Apple', 'Bloomberg', 'Snapchat', 'eBay', 'ByteDance', 'Google', 'Oracle', 'Uber', 'Paypal', 'Adobe', 'Goldman Sachs']",14,2,20,37.30729701952724,0.4046594450215166,0.2,0.875,0.5423297225107583
148,Sort List,0,Medium,46.7,347.4K,744.6K,"Facebook,Microsoft,Google,ByteDance","Linked List,Sort",4052,172,96,1,"['Linked List', 'Sort']",2,"['Facebook', 'Microsoft', 'Google', 'ByteDance']",4,2,20,51.1819116135663,0.2004253845773359,0.4,0.25,0.480212692288668
150,Evaluate Reverse Polish Notation,0,Medium,38.2,277.4K,725.8K,"Amazon,Oracle,LinkedIn,Google,Microsoft",Stack,1528,520,75,1,['Stack'],1,"['Amazon', 'Oracle', 'LinkedIn', 'Google', 'Microsoft']",5,2,20,39.36279547790339,0.07557995746154227,0.2,0.3125,0.37778997873077114
152,Maximum Product Subarray,0,Medium,32.9,464.1K,1.4M,"Amazon,LinkedIn,Google,Apple,Facebook,Akuna Capital","Array,Dynamic Programming",6539,212,97,1,"['Array', 'Dynamic Programming']",2,"['Amazon', 'LinkedIn', 'Google', 'Apple', 'Facebook']",5,2,20,36.99897225077082,0.32344066874412625,0.4,0.3125,0.5417203343720631
153,Find Minimum in Rotated Sorted Array,0,Medium,46.4,576K,1.2M,"Facebook,Amazon,Bloomberg,Goldman Sachs,Microsoft,Oracle","Array,Binary Search",3315,297,92,1,"['Array', 'Binary Search']",2,"['Facebook', 'Amazon', 'Bloomberg', 'Goldman Sachs', 'Microsoft', 'Oracle']",6,2,20,50.87358684480986,0.16397091556610774,0.4,0.375,0.4619854577830539
155,Min Stack,0,Easy,46.8,703.4K,1.5M,"Capital One,Amazon,Bloomberg,Microsoft,Oracle,eBay,Apple,Coupang","Stack,Design",4840,452,91,1,"['Stack', 'Design']",2,"['Amazon', 'Bloomberg', 'Microsoft', 'Oracle', 'eBay', 'Apple']",6,1,10,51.28468653648508,0.2394024830588119,0.4,0.375,0.4997012415294059
160,Intersection of Two Linked Lists,0,Easy,44.5,647.6K,1.5M,"Microsoft,Amazon,Facebook,Apple,ByteDance,Paypal,LinkedIn,Intuit",Linked List,5392,607,90,1,['Linked List'],1,"['Microsoft', 'Amazon', 'Facebook', 'Apple', 'ByteDance', 'Paypal', 'LinkedIn']",7,1,10,45.83761562178829,0.2667062373250235,0.2,0.4375,0.47335311866251173
162,Find Peak Element,0,Medium,44.1,476.9K,1.1M,"Facebook,Amazon,Google,Bloomberg,Quora","Array,Binary Search",2711,2601,51,1,"['Array', 'Binary Search']",2,"['Facebook', 'Amazon', 'Google', 'Bloomberg']",4,2,20,48.50976361767728,0.13409506850670228,0.4,0.25,0.44704753425335114
169,Majority Element,0,Easy,60.2,818.7K,1.4M,"Amazon,Microsoft,Bloomberg,Rubrik,Splunk,Apple,ByteDance,GoDaddy","Array,Divide and Conquer,Bit Manipulation",4854,256,95,1,"['Array', 'Divide and Conquer', 'Bit Manipulation']",3,"['Amazon', 'Microsoft', 'Bloomberg', 'Apple', 'ByteDance']",5,1,10,68.1397738951696,0.24009496958005638,0.6,0.3125,0.5400474847900282
173,Binary Search Tree Iterator,0,Medium,60.6,398.9K,658.2K,"Facebook,ByteDance,Microsoft,Bloomberg,Google,Oracle,Amazon,Apple,Adobe","Stack,Tree,Design",3575,316,92,1,"['Stack', 'Tree', 'Design']",3,"['Facebook', 'ByteDance', 'Microsoft', 'Bloomberg', 'Google', 'Oracle', 'Amazon', 'Apple', 'Adobe']",9,2,20,68.55087358684482,0.17683137953207698,0.6,0.5625,0.5084156897660385
178,Rank Scores,0,Medium,51.0,149.7K,293.6K,"Apple,Amazon,Facebook,Yahoo",,912,165,85,1,[],0,"['Apple', 'Amazon', 'Facebook']",3,2,20,49.43473792394656,0.045110550526784386,0.0,0.1875,0.32255527526339217
189,Rotate Array,0,Medium,36.8,667.8K,1.8M,"Microsoft,Apple,Amazon",Array,4368,918,83,1,['Array'],1,"['Microsoft', 'Apple', 'Amazon']",3,2,20,37.92394655704008,0.21605579462828312,0.2,0.1875,0.4480278973141416
199,Binary Tree Right Side View,0,Medium,56.5,431.1K,762.3K,"Facebook,Amazon,ByteDance,Bloomberg,Microsoft","Tree,Depth-first Search,Breadth-first Search,Recursion,Queue",3717,200,95,1,"['Tree', 'Depth-first Search', 'Breadth-first Search', 'Recursion', 'Queue']",5,"['Facebook', 'Amazon', 'ByteDance', 'Bloomberg', 'Microsoft']",5,2,20,70.50359712230215,0.18385517139041402,1.0,0.3125,0.5919275856952071
200,Number of Islands,0,Medium,49.5,1M,2M,"Amazon,Bloomberg,Microsoft,Oracle,Facebook,Apple,Uber,Google,Yandex,DoorDash,Qualtrics,Snapchat,Citadel,Expedia,LinkedIn,eBay,Goldman Sachs,VMware,Splunk,Tesla","Depth-first Search,Breadth-first Search,Union Find",8105,241,97,1,"['Depth-first Search', 'Breadth-first Search', 'Union Find']",3,"['Amazon', 'Bloomberg', 'Microsoft', 'Oracle', 'Facebook', 'Apple', 'Uber', 'Google', 'Yandex', 'Qualtrics', 'Snapchat', 'Expedia', 'LinkedIn', 'eBay', 'Goldman Sachs', 'VMware']",16,2,20,57.14285714285715,0.40090023247761786,0.6,1.0,0.6204501162388089
203,Remove Linked List Elements,0,Easy,39.5,453.8K,1.1M,"Facebook,Amazon,Google,Microsoft,Apple",Linked List,2585,123,95,1,['Linked List'],1,"['Facebook', 'Amazon', 'Google', 'Microsoft', 'Apple']",5,1,10,40.698869475847886,0.1278626898155018,0.2,0.3125,0.40393134490775096
206,Reverse Linked List,0,Easy,65.7,1.4M,2.1M,"Adobe,Amazon,Facebook,Apple,Microsoft,Qualcomm,Yandex,Google,Uber,Oracle,Bloomberg,IBM,Cisco,Goldman Sachs,ByteDance",Linked List,6702,129,98,1,['Linked List'],1,"['Adobe', 'Amazon', 'Facebook', 'Apple', 'Microsoft', 'Yandex', 'Google', 'Uber', 'Oracle', 'Bloomberg', 'Cisco', 'Goldman Sachs', 'ByteDance']",13,1,10,67.62589928057555,0.33150319038433,0.2,0.8125,0.5057515951921651
207,Course Schedule,0,Medium,44.3,566.7K,1.3M,"Amazon,Intuit,Facebook,Karat,Microsoft,ByteDance,Bloomberg,Google","Depth-first Search,Breadth-first Search,Graph,Topological Sort",5575,229,96,1,"['Depth-first Search', 'Breadth-first Search', 'Graph', 'Topological Sort']",4,"['Amazon', 'Facebook', 'Microsoft', 'ByteDance', 'Bloomberg', 'Google']",6,2,20,54.881808838643366,0.275758025424148,0.8,0.375,0.597879012712074
208,Implement Trie (Prefix Tree),0,Medium,52.5,405.1K,770.9K,"Amazon,Pinterest,Google,Microsoft,Oracle,Facebook,Apple,Goldman Sachs,Qualtrics","Design,Trie",4393,70,98,1,"['Design', 'Trie']",2,"['Amazon', 'Google', 'Microsoft', 'Oracle', 'Facebook', 'Apple', 'Goldman Sachs', 'Qualtrics']",8,2,20,57.14285714285714,0.21729237770193402,0.4,0.5,0.488646188850967
209,Minimum Size Subarray Sum,0,Medium,39.8,347.6K,874K,"Goldman Sachs,Amazon,Bloomberg,Facebook,Microsoft,ByteDance","Array,Two Pointers,Binary Search",3583,139,96,1,"['Array', 'Two Pointers', 'Binary Search']",3,"['Goldman Sachs', 'Amazon', 'Bloomberg', 'Facebook', 'Microsoft', 'ByteDance']",6,2,20,47.173689619732784,0.17722708611564525,0.6,0.375,0.5086135430578226
210,Course Schedule II,0,Medium,42.9,383.7K,893.4K,"Amazon,DoorDash,Microsoft,Google,Snapchat,Oracle,Intuit,Karat,Facebook,Pinterest,Wayfair,Robinhood","Depth-first Search,Breadth-first Search,Graph,Topological Sort",3552,166,96,1,"['Depth-first Search', 'Breadth-first Search', 'Graph', 'Topological Sort']",4,"['Amazon', 'Microsoft', 'Google', 'Snapchat', 'Oracle', 'Facebook']",6,2,20,53.44295991778006,0.17569372310431816,0.8,0.375,0.5478468615521591
211,Design Add and Search Words Data Structure,0,Medium,40.6,277K,683.1K,"Facebook,Google,Oracle,Amazon","Backtracking,Depth-first Search,Design,Trie",2861,122,96,1,"['Backtracking', 'Depth-first Search', 'Design', 'Trie']",4,"['Facebook', 'Google', 'Oracle', 'Amazon']",4,2,20,51.07913669064749,0.14151456694860762,0.8,0.25,0.5307572834743038
215,Kth Largest Element in an Array,0,Medium,58.9,869.2K,1.5M,"Facebook,Amazon,Walmart Labs,Apple,Microsoft,Bloomberg,ByteDance,LinkedIn,Adobe,Google,Spotify,Zillow","Divide and Conquer,Heap",5413,351,94,1,"['Divide and Conquer', 'Heap']",2,"['Facebook', 'Amazon', 'Apple', 'Microsoft', 'Bloomberg', 'ByteDance', 'LinkedIn', 'Adobe', 'Google']",9,2,20,63.72045220966085,0.2677449671068902,0.4,0.5625,0.5138724835534452
216,Combination Sum III,0,Medium,60.6,223K,368K,"Google,Microsoft,Amazon,Bloomberg","Array,Backtracking",1737,65,96,1,"['Array', 'Backtracking']",2,"['Google', 'Microsoft', 'Amazon', 'Bloomberg']",4,2,20,65.46762589928058,0.08591779195726369,0.4,0.25,0.42295889597863184
221,Maximal Square,0,Medium,39.6,348.9K,881.7K,"Amazon,IBM,Google,Twitter,ByteDance,Apple",Dynamic Programming,4434,104,98,1,['Dynamic Programming'],1,"['Amazon', 'Google', 'Twitter', 'ByteDance', 'Apple']",5,2,20,40.80164439876671,0.21932037394272147,0.2,0.3125,0.4496601869713608
226,Invert Binary Tree,0,Easy,67.3,677.5K,1M,"Microsoft,Amazon,Google,Facebook,eBay,Paypal",Tree,4997,75,99,1,['Tree'],1,"['Microsoft', 'Amazon', 'Google', 'Facebook', 'eBay', 'Paypal']",6,1,10,69.27029804727647,0.24716822476133946,0.2,0.375,0.46358411238066977
227,Basic Calculator II,0,Medium,38.8,261.4K,674.4K,"Amazon,Facebook,Microsoft,Roblox,Snapchat,Uber","String,Stack",2274,354,87,1,"['String', 'Stack']",2,"['Amazon', 'Facebook', 'Microsoft', 'Snapchat', 'Uber']",5,2,20,43.06269270298047,0.11247959637928476,0.4,0.3125,0.43623979818964237
230,Kth Smallest Element in a BST,0,Medium,62.9,521.1K,827.9K,"Amazon,Facebook,Adobe,Microsoft,Oracle","Binary Search,Tree",3711,85,98,1,"['Binary Search', 'Tree']",2,"['Amazon', 'Facebook', 'Adobe', 'Microsoft', 'Oracle']",5,2,20,67.83144912641316,0.1835583914527378,0.4,0.3125,0.4717791957263689
232,Implement Queue using Stacks,0,Easy,52.7,271.6K,515.7K,"Amazon,Microsoft,Apple,Facebook,Citrix,Morgan Stanley","Stack,Design",1659,167,91,1,"['Stack', 'Design']",2,"['Amazon', 'Microsoft', 'Apple', 'Facebook']",4,1,10,57.34840698869476,0.08205965276747292,0.4,0.25,0.4210298263837365
234,Palindrome Linked List,0,Easy,41.9,624K,1.5M,"Microsoft,Facebook,Amazon,Adobe,Capital One,Google,Oracle,Bloomberg,Uber,Snapchat,PayTM","Linked List,Two Pointers",5077,434,92,1,"['Linked List', 'Two Pointers']",2,"['Microsoft', 'Facebook', 'Amazon', 'Adobe', 'Google', 'Oracle', 'Bloomberg', 'Uber', 'Snapchat']",9,1,10,46.24871531346352,0.2511252905970223,0.4,0.5625,0.5055626452985111
235,Lowest Common Ancestor of a Binary Search Tree,0,Easy,52.1,492.3K,945.2K,"Amazon,Facebook,LinkedIn,Oracle,Microsoft",Tree,2991,130,96,1,['Tree'],1,"['Amazon', 'Facebook', 'LinkedIn', 'Oracle', 'Microsoft']",5,1,10,53.64850976361768,0.14794479893159224,0.2,0.3125,0.4139723994657961
236,Lowest Common Ancestor of a Binary Tree,0,Medium,49.3,629.2K,1.3M,"Facebook,Microsoft,Amazon,Oracle,LinkedIn,Apple,Bloomberg,Intuit,Adobe,Google,Uber,Zillow,Palantir Technologies,Atlassian",Tree,5470,202,96,1,['Tree'],1,"['Facebook', 'Microsoft', 'Amazon', 'Oracle', 'LinkedIn', 'Apple', 'Bloomberg', 'Adobe', 'Google', 'Uber']",10,2,20,50.77081192189105,0.27056437651481424,0.2,0.625,0.4752821882574071
238,Product of Array Except Self,0,Medium,61.4,742.5K,1.2M,"Facebook,Amazon,Apple,Asana,Lyft,Microsoft,Uber,Adobe,VMware,Nvidia,Oracle,Intel",Array,7122,545,93,1,['Array'],1,"['Facebook', 'Amazon', 'Apple', 'Microsoft', 'Uber', 'Adobe', 'VMware', 'Oracle']",8,2,20,63.20657759506682,0.35227778602166493,0.2,0.5,0.5161388930108325
240,Search a 2D Matrix II,0,Medium,45.3,439.6K,969.6K,"Amazon,ByteDance,Microsoft,Bloomberg,Facebook","Binary Search,Divide and Conquer",4580,87,98,1,"['Binary Search', 'Divide and Conquer']",2,"['Amazon', 'ByteDance', 'Microsoft', 'Bloomberg', 'Facebook']",5,2,20,49.74306269270299,0.22654201909284266,0.4,0.3125,0.49327100954642134
242,Valid Anagram,0,Easy,58.9,793.5K,1.3M,"Bloomberg,Facebook,Microsoft,Amazon,Apple,Oracle,Google,Goldman Sachs,Adobe,Cisco,Paypal,Qualcomm","Hash Table,Sort",2484,162,94,1,"['Hash Table', 'Sort']",2,"['Bloomberg', 'Facebook', 'Microsoft', 'Amazon', 'Apple', 'Oracle', 'Google', 'Goldman Sachs', 'Adobe', 'Cisco', 'Paypal']",11,1,10,63.72045220966085,0.12286689419795221,0.4,0.6875,0.4414334470989761
252,Meeting Rooms,1,Easy,55.5,184K,331.3K,"Facebook,Microsoft,Bloomberg,Amazon,Adobe,Karat",Sort,892,45,95,1,['Sort'],1,"['Facebook', 'Microsoft', 'Bloomberg', 'Amazon', 'Adobe']",5,1,10,57.14285714285715,0.04412128406786368,0.2,0.3125,0.36206064203393185
253,Meeting Rooms II,1,Medium,47.1,410.4K,871.4K,"Amazon,Bloomberg,Facebook,Google,Microsoft,Oracle,Uber,Yandex,ByteDance,Twitter,Apple,Walmart Labs,Adobe,Expedia,eBay","Heap,Greedy,Sort",3642,57,98,1,"['Heap', 'Greedy', 'Sort']",3,"['Amazon', 'Bloomberg', 'Facebook', 'Google', 'Microsoft', 'Oracle', 'Uber', 'Yandex', 'ByteDance', 'Twitter', 'Apple', 'Adobe', 'Expedia', 'eBay']",14,2,20,54.67625899280576,0.18014542216946133,0.6,0.875,0.5100727110847306
257,Binary Tree Paths,0,Easy,54.0,387.7K,717.6K,"Facebook,Google,Apple,Bloomberg","Tree,Depth-first Search",2486,129,95,1,"['Tree', 'Depth-first Search']",2,"['Facebook', 'Google', 'Apple', 'Bloomberg']",4,1,10,58.68448098663926,0.12296582084384429,0.4,0.25,0.44148291042192217
268,Missing Number,0,Easy,55.2,650K,1.2M,"Capital One,Amazon,Facebook,Apple,Microsoft,Oracle,Goldman Sachs,Cisco,Arista Networks","Array,Math,Bit Manipulation",2889,2501,54,1,"['Array', 'Math', 'Bit Manipulation']",3,"['Amazon', 'Facebook', 'Apple', 'Microsoft', 'Oracle', 'Goldman Sachs', 'Cisco']",7,1,10,63.00102774922921,0.1428995399910966,0.6,0.4375,0.4914497699955483
277,Find the Celebrity,1,Medium,44.0,162.6K,369.4K,"Microsoft,Amazon,Facebook,LinkedIn,Apple,Snapchat",Array,1557,160,91,1,['Array'],1,"['Microsoft', 'Amazon', 'Facebook', 'LinkedIn', 'Apple', 'Snapchat']",6,2,20,45.32374100719424,0.07701439382697729,0.2,0.375,0.37850719691348866
283,Move Zeroes,0,Easy,58.7,1.1M,1.9M,"Facebook,Bloomberg,Microsoft,Adobe,Capital One,Apple,Amazon,Google,eBay,SAP,Uber,Paypal,Cisco,Qualcomm,Yandex","Array,Two Pointers",5320,167,97,1,"['Array', 'Two Pointers']",2,"['Facebook', 'Bloomberg', 'Microsoft', 'Adobe', 'Apple', 'Amazon', 'Google', 'eBay', 'Uber', 'Paypal', 'Cisco', 'Yandex']",12,1,10,63.514902363823225,0.2631448780729089,0.4,0.75,0.5115724390364544
284,Peeking Iterator,0,Medium,50.9,133.9K,263.1K,"Apple,Google,Amazon",Design,766,542,59,1,['Design'],1,"['Apple', 'Google', 'Amazon']",3,2,20,52.41521068859198,0.0378889053766632,0.2,0.1875,0.35894445268833164
286,Walls and Gates,1,Medium,56.9,156.7K,275.2K,"ByteDance,Facebook,Amazon,Microsoft",Breadth-first Search,1586,24,99,1,['Breadth-first Search'],1,"['ByteDance', 'Facebook', 'Amazon', 'Microsoft']",4,2,20,58.581706063720446,0.07844883019241232,0.2,0.25,0.3792244150962062
287,Find the Duplicate Number,0,Medium,57.9,495.2K,855.4K,"Microsoft,Amazon,Apple,Google,Bloomberg,Paypal,Goldman Sachs","Array,Two Pointers,Binary Search",7163,759,90,1,"['Array', 'Two Pointers', 'Binary Search']",3,"['Microsoft', 'Amazon', 'Apple', 'Google', 'Bloomberg', 'Paypal', 'Goldman Sachs']",7,2,20,65.77595066803701,0.3543057822624524,0.6,0.4375,0.5971528911312262
300,Longest Increasing Subsequence,0,Medium,44.5,524.6K,1.2M,"Apple,Amazon,Facebook,Bloomberg,Citrix,Google,ByteDance,Twitter,Microsoft,Nagarro","Binary Search,Dynamic Programming",6891,155,98,1,"['Binary Search', 'Dynamic Programming']",2,"['Apple', 'Amazon', 'Facebook', 'Bloomberg', 'Google', 'ByteDance', 'Twitter', 'Microsoft']",8,2,20,48.92086330935253,0.34085175842113075,0.4,0.5,0.5504258792105654
304,Range Sum Query 2D - Immutable,0,Medium,41.1,148.7K,362.1K,"Facebook,Google,Lyft,Microsoft,Amazon",Dynamic Programming,1462,209,87,1,['Dynamic Programming'],1,"['Facebook', 'Google', 'Microsoft', 'Amazon']",4,2,20,42.34326824254882,0.07231537814710393,0.2,0.25,0.37615768907355196
307,Range Sum Query - Mutable,0,Medium,36.9,133.6K,361.4K,Facebook,"Binary Indexed Tree,Segment Tree",1761,105,94,1,"['Binary Indexed Tree', 'Segment Tree']",2,['Facebook'],1,2,20,41.10996916752312,0.08710491170796854,0.4,0.0625,0.42355245585398427
322,Coin Change,0,Medium,37.7,618.1K,1.6M,"Amazon,Bloomberg,Goldman Sachs,Walmart Labs,Apple,Microsoft,Airbnb,Uber,Oracle,Facebook,BlackRock",Dynamic Programming,6593,193,97,1,['Dynamic Programming'],1,"['Amazon', 'Bloomberg', 'Goldman Sachs', 'Apple', 'Microsoft', 'Uber', 'Oracle', 'Facebook']",8,2,20,38.84892086330936,0.3261116881832121,0.2,0.5,0.5030558440916061
323,Number of Connected Components in an Undirected Graph,1,Medium,58.2,138.6K,238.2K,"Amazon,Facebook,LinkedIn,Microsoft,Apple","Depth-first Search,Breadth-first Search,Union Find,Graph",1120,35,97,1,"['Depth-first Search', 'Breadth-first Search', 'Union Find', 'Graph']",4,"['Amazon', 'Facebook', 'LinkedIn', 'Microsoft', 'Apple']",5,2,20,69.16752312435766,0.055398921699559775,0.8,0.3125,0.4876994608497799
332,Reconstruct Itinerary,0,Medium,38.1,206.4K,541.3K,"Uber,Twilio,Amazon,Bloomberg,Facebook,Microsoft,Intuit,Expedia,Qualtrics,Twitter,Google,eBay,VMware","Depth-first Search,Graph",2621,1240,68,1,"['Depth-first Search', 'Graph']",2,"['Uber', 'Amazon', 'Bloomberg', 'Facebook', 'Microsoft', 'Expedia', 'Qualtrics', 'Twitter', 'Google', 'eBay', 'VMware']",11,2,20,42.34326824254882,0.12964336944155908,0.4,0.6875,0.44482168472077954
341,Flatten Nested List Iterator,0,Medium,54.8,207.8K,379K,"Facebook,Amazon,Airbnb,Apple,LinkedIn,Bloomberg,Oracle","Stack,Design",2109,800,72,1,"['Stack', 'Design']",2,"['Facebook', 'Amazon', 'Apple', 'LinkedIn', 'Bloomberg', 'Oracle']",6,2,20,59.50668036998972,0.1043181480931889,0.4,0.375,0.4321590740465944
344,Reverse String,0,Easy,70.7,1M,1.4M,"Apple,Microsoft,Goldman Sachs,Amazon,Adobe,Bloomberg","Two Pointers,String",2245,761,75,1,"['Two Pointers', 'String']",2,"['Apple', 'Microsoft', 'Goldman Sachs', 'Amazon', 'Adobe', 'Bloomberg']",6,1,10,75.84789311408016,0.11104516001384973,0.4,0.375,0.43552258000692484
346,Moving Average from Data Stream,1,Easy,73.6,179.2K,243.6K,"Google,Apple,Spotify,Indeed,Amazon","Design,Queue",848,84,91,1,"['Design', 'Queue']",2,"['Google', 'Apple', 'Amazon']",3,1,10,78.82836587872558,0.041944897858238114,0.4,0.1875,0.40097244892911904
347,Top K Frequent Elements,0,Medium,62.6,569.3K,909.6K,"Capital One,Facebook,Amazon,Oracle,Apple,Bloomberg,Google,ByteDance,Yelp,Microsoft,Walmart Labs,eBay","Hash Table,Heap",4738,265,95,1,"['Hash Table', 'Heap']",2,"['Facebook', 'Amazon', 'Oracle', 'Apple', 'Bloomberg', 'Google', 'ByteDance', 'Microsoft', 'eBay']",9,2,20,67.52312435765674,0.23435722411831628,0.4,0.5625,0.49717861205915814
348,Design Tic-Tac-Toe,1,Medium,55.7,126.4K,226.8K,"Amazon,Microsoft,Facebook,Intuit,Apple,Oracle",Design,1072,73,94,1,['Design'],1,"['Amazon', 'Microsoft', 'Facebook', 'Apple', 'Oracle']",5,2,20,57.34840698869476,0.05302468219815007,0.2,0.3125,0.36651234109907505
349,Intersection of Two Arrays,0,Easy,65.3,467K,715.6K,"Facebook,Amazon,Bloomberg,ByteDance,Apple","Hash Table,Two Pointers,Binary Search,Sort",1338,1513,47,1,"['Hash Table', 'Two Pointers', 'Binary Search', 'Sort']",4,"['Facebook', 'Amazon', 'Bloomberg', 'ByteDance', 'Apple']",5,1,10,76.46454265159302,0.06618192610179552,0.8,0.3125,0.4930909630508978
350,Intersection of Two Arrays II,0,Easy,52.1,485.8K,932K,"Amazon,Facebook,Oracle,Nutanix,Microsoft","Hash Table,Two Pointers,Binary Search,Sort",2138,516,81,1,"['Hash Table', 'Two Pointers', 'Binary Search', 'Sort']",4,"['Amazon', 'Facebook', 'Oracle', 'Microsoft']",4,1,10,62.89825282631038,0.10575258445862393,0.8,0.25,0.512876292229312
